"BARSA PLANETA DE MEXICO, S.A. DE C.V.",nomatch
"IMPORTACIONES Y SERVICIOS MARRIC, S.A. DE C.V.*",nomatch
"SUPER SERVICIO LAS CHOAPAS, S.A. DE C.V.;(E.S.6693)",nomatch
"PROVEQUIP, S.A. DE C.V.",nomatch
"OFILINEA DEL SURESTE, S.A. DE C.V.",OFILINEA DEL SURESTE SA DE CV PAPELERIA OFILINEA,mx,2434050,[],,,[],[],,,,,,70.0,False,http://opencorporates.com/companies/mx/2434050,http://www.siem.gob.mx/siem/portal/consultas/cedDg.asp?siem_id=2434050
"ACCESORIOS Y PERIFERICOS PARA COMPUTADORAS,S.A.",nomatch
"ELECTRICA CADENA, S. A. DE C. V.",nomatch
ENERGY CRANES,ENERGY CRANES INTERNATIONAL LIMITED,gb,04679474,[],,,[],"[{'company_name': 'ENERGY CRANES INTL. LIMITED', 'end_date': '2003-12-17', 'start_date': '2003-09-23'}, {'company_name': 'UPPERGUIDE LIMITED', 'end_date': '2003-09-23', 'start_date': '2003-02-26'}]",,,,,False,71.0,False,http://opencorporates.com/companies/gb/04679474,https://beta.companieshouse.gov.uk/company/04679474
GOMEZ CACHO MARIVEL,GOMEZ CACHO MARIVEL,mx,1926574,[],,,[],[],,,,,,90.0,False,http://opencorporates.com/companies/mx/1926574,http://www.siem.gob.mx/siem/portal/consultas/cedDg.asp?siem_id=1926574
"SERVICIOS INTEGRALES DE CONSERVACION INDUSTRIAL,",SERVICIOS INTEGRALES DE CONSERVACION INDUSTRIAL S.A DE C.V,mx,2156304,[],,,[],[],,,,,,70.0,False,http://opencorporates.com/companies/mx/2156304,http://www.siem.gob.mx/siem/portal/consultas/cedDg.asp?siem_id=2156304
"INDUSTRIAL LORBE, S.A DE C.V.",nomatch
JORGE CHAVEZ GAYTAN (TECNOFRIO),nomatch
"CHABEY INGENIERIA Y DESARROLLO, S.A. DE C.V.",nomatch
"DISTRIBUIDORA DE SISTEMAS DIDACTICOS, S.A. DE C.V.",nomatch
"JAJ CONSORCIO INDUSTRIAL, S.A. DE C.V.",nomatch
"CAMASA, PARTES Y EQUIPOS, S.A. DE C.V.",CAMASA PARTES Y EQUIPOS S.A DE C.V,mx,744241,[],,,[],[],,,,,,80.0,False,http://opencorporates.com/companies/mx/744241,http://www.siem.gob.mx/siem/portal/consultas/cedDg.asp?siem_id=744241
"TORMAG,S.A. DE C.V.",TORMAG S.A DE C.V TORMAG,mx,2306726,[],,,[],[],,,,,,50.0,False,http://opencorporates.com/companies/mx/2306726,http://www.siem.gob.mx/siem/portal/consultas/cedDg.asp?siem_id=2306726
"JAPAY, S.A. DE C.V.","JAPAY, S.A. DE C.V.",mx,1902853,[],,,[],[],,,,,,90.0,False,http://opencorporates.com/companies/mx/1902853,http://www.siem.gob.mx/siem/portal/consultas/cedDg.asp?siem_id=1902853
ZUÑIGA GONZALEZ RAFAEL,ZUÑIGA GONZALEZ RAFAEL,mx,2650456,[],,,[],[],,,,,,90.0,False,http://opencorporates.com/companies/mx/2650456,http://www.siem.gob.mx/siem/portal/consultas/cedDg.asp?siem_id=2650456
MANIOBRAS ESPECIALIZADAS GSC S.A. DE C.V.,"MANIOBRAS ESPECIALIZADAS GSC, S.A. DE C.V.",mx,2629400,[],,,[],[],,,,,,80.0,False,http://opencorporates.com/companies/mx/2629400,http://www.siem.gob.mx/siem/portal/consultas/cedDg.asp?siem_id=2629400
"COMERCIALIZADORA DE LA INDUSTRIA FERRETERA, S.A.",nomatch
GARCIA RAMIREZ NICOLASA,nomatch
"COMERCIALIZACION CONSULTORIA Y SERVICIOS, S.A. DE",nomatch
"SERRETECNO,S.A. DE C.V.",SERRETECNO S.A. DE C.V.,mx,2693183,[],,,[],[],,,,,,80.0,False,http://opencorporates.com/companies/mx/2693183,http://www.siem.gob.mx/siem/portal/consultas/cedDg.asp?siem_id=2693183
ANSUL MEXICO S.A. DE C.V.,ANSUL MEXICO S.A. DE C.V.,mx,2692697,[],,,[],[],,,,,,90.0,False,http://opencorporates.com/companies/mx/2692697,http://www.siem.gob.mx/siem/portal/consultas/cedDg.asp?siem_id=2692697
"MUEBLERIA HERMANOS FRANCO, S.A. DE C.V.",nomatch
"SUMINISTROS MARINOS E INDUSTRIALES, S.A. DE C.V.",nomatch
RODRIGUEZ DIAZ RAMIRO,nomatch
"DISTRIBUCIONES IMPERMEABILIZANTES Y ACABADOS, S.A.",nomatch
"SISTEMAS CONTINO, S.A. DE C.V.*",nomatch
EL NIPLITO DEL SURESTE S.A DE C.V,EL NIPLITO DEL SURESTE S.A DE C.V,mx,2696516,[],,,[],[],,,,,,90.0,False,http://opencorporates.com/companies/mx/2696516,http://www.siem.gob.mx/siem/portal/consultas/cedDg.asp?siem_id=2696516
"SUMINISTROS Y MONTAJES LEBRAN, S.A. DE C.V.",nomatch
BRAUER PRIETO NORMA IRENE,nomatch
"COMERCIALIZADORA FAVISA, S.A. DE C.V.",nomatch
"INTEGRADORA DE SERVICIOS GAMA, S.A. DE C.V.",nomatch
"MEDESYS TECNOLOGIA DE INFORMACION, S.A. DE C.V.",MEDESYS TECNOLOGIA DE INFORMACION SA DE CV,mx,125812,[],,,[],[],,,,,,80.0,False,http://opencorporates.com/companies/mx/125812,http://www.siem.gob.mx/siem/portal/consultas/cedDg.asp?siem_id=125812
"H.B.S. NACIONAL, S.A. DE C.V.","H.B.S. NACIONAL, S.A. DE C.V. H.B.S. NACIONAL",mx,2332206,[],,,[],[],,,,,,70.0,False,http://opencorporates.com/companies/mx/2332206,http://www.siem.gob.mx/siem/portal/consultas/cedDg.asp?siem_id=2332206
"INGENIERIA Y DISTRIBUCION INDUSTRIAL,S.A. DE C.V.*",nomatch
"KEY QUIMICA, S.A. DE C.V.*",nomatch
"INGENIERIA Y SUMINISTROS PETROLEROS, S.A. DE C.V.",nomatch
"ZAMA DE CAMPECHE, S.A. DE C.V.",nomatch
"EL CRISOL,S.A. DE C.V.",EL CRISOL SA DE CV,mx,2143080,[],,,[],[],,,,,,80.0,False,http://opencorporates.com/companies/mx/2143080,http://www.siem.gob.mx/siem/portal/consultas/cedDg.asp?siem_id=2143080
"PROMA INDUSTRIAL, S.A. DE C.V.","PROMA INDUSTRIAL, S.A. DE C.V.",mx,1698594,[],,,[],[],,,,,,90.0,False,http://opencorporates.com/companies/mx/1698594,http://www.siem.gob.mx/siem/portal/consultas/cedDg.asp?siem_id=1698594
"REXNORD INDUSTRIES, INC.","REXNORD INDUSTRIES, INC.",us_or,29697588,[],,,[],[],,,,,True,60.0,False,http://opencorporates.com/companies/us_or/29697588,http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=29697588&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA
CENTRO DE LAVADO Y SUMINISTRO S.A. DE C.V.,"CENTRO DE LAVADO Y SUMINISTRO, S.A. DE C.V. CENTRO DE LAVADO Y SUMINISTRO",mx,2518416,[],,,[],[],,,,,,70.0,False,http://opencorporates.com/companies/mx/2518416,http://www.siem.gob.mx/siem/portal/consultas/cedDg.asp?siem_id=2518416
"COMERCIALIZADORA PUENTE, S.A. DE C.V.*",nomatch
"TALLERES MATUS, S.A DE C.V",nomatch
"VALVULAS DE SEGURIDAD CUEVAS,S.A. DE C.V.",nomatch
SEMEX S.A.,"SEMEX, S.A.",pa,32350,[],"ICAZA, GONZALEZRUIZ & ALEMAN",,[],[],,,,,False,80.0,False,http://opencorporates.com/companies/pa/32350,https://www.registro-publico.gob.pa/scripts/nwwisapi.dll/conweb/MESAMENU?TODO=SHOW&ID=32350
"HIDROLAVADORAS INDUSTRIALES DE TABASCO,S.A. DE CV.",HIDROLAVADORAS INDUSTRIALES DE TABASCO S.A. DE C.V.,mx,2052226,[],,,[],[],,,,,,80.0,False,http://opencorporates.com/companies/mx/2052226,http://www.siem.gob.mx/siem/portal/consultas/cedDg.asp?siem_id=2052226
"AUTOCLIMAS DIAZ,S.A. DE C.V.",nomatch
"COMERCIALIZADORA FABRIL DE COATZACOALCOS,S.A. DE","COMERCIALIZADORA FABRIL DE COATZACOALCOS, S.A. DE C.V.",mx,2141622,[],,,[],[],,,,,,70.0,False,http://opencorporates.com/companies/mx/2141622,http://www.siem.gob.mx/siem/portal/consultas/cedDg.asp?siem_id=2141622
ADIX DE MEXICO S.A. DE C.V.,"ADIX DE MEXICO, S.A. DE C.V. ADIX COMMUNICATIONS",mx,2273014,[],,,[],[],,,,,,70.0,False,http://opencorporates.com/companies/mx/2273014,http://www.siem.gob.mx/siem/portal/consultas/cedDg.asp?siem_id=2273014
"L.M. PROMOTORA INDUSTRIAL, S.A. DE C.V.",nomatch
IMPORTADORA Y COMERCIALIZADORA DE ARTICULOS,nomatch
ESPARRAGOS INOXIDABLES DE MEXICO S.A.DE C.V.,nomatch
"DISTRIBUIDORA ELECTRICA DEL SURESTE, S.A. DE C.V.",DISTRIBUIDORA ELECTRICA DEL SURESTE S.A. DE C.V.,mx,1919880,[],,,[],[],,,,,,80.0,False,http://opencorporates.com/companies/mx/1919880,http://www.siem.gob.mx/siem/portal/consultas/cedDg.asp?siem_id=1919880
"FERRETERIA EUZKADI, S.A. DE C.V.",nomatch
GASES Y PROTECCION DEL SURESTE S.A DE C.V,GASES Y PROTECCION DEL SURESTE S.A. DE C.V.,mx,1311119,[],,,[],[],,,,,,80.0,False,http://opencorporates.com/companies/mx/1311119,http://www.siem.gob.mx/siem/portal/consultas/cedDg.asp?siem_id=1311119
MATERIALES Y EQUIPOS PARA LA INDUSTRIA PETROLERA,nomatch
"INTER DEL CARIBE, S. A. DE C.V.*",nomatch
"ALMACENES EL CASTOR, S.A. DE C.V.",ALMACENES EL CASTOR SA DE CV,mx,2662078,[],,,[],[],,,,,,80.0,False,http://opencorporates.com/companies/mx/2662078,http://www.siem.gob.mx/siem/portal/consultas/cedDg.asp?siem_id=2662078
"MARROVSA, S.A. DE C.V.",nomatch
NORMA IRENE BRAUER PRIETO,nomatch
"PROESA ELECTRONICA, S.A. DE C.V.*",nomatch
STANLEY ADAMS S.A. DE C.V.*,nomatch
VARGUEZ DOMINGO MARIA DEL PILAR Y/O IMPRESORA MERCANTIL,nomatch
"GRUPO RAMA GAS, S.A. DE C.V.","GRUPO RAMA GAS, S.A. DE C.V.",mx,1961304,[],,,[],[],,,,,,90.0,False,http://opencorporates.com/companies/mx/1961304,http://www.siem.gob.mx/siem/portal/consultas/cedDg.asp?siem_id=1961304
INTEGRACION DE SERVICIOS Y PROCESOS S.A. DE C.V.,nomatch
"TECTROL,SA DE CV",TECTROL SA DE CV,mx,155875,[],,,[],[],,,,,,80.0,False,http://opencorporates.com/companies/mx/155875,http://www.siem.gob.mx/siem/portal/consultas/cedDg.asp?siem_id=155875
"TORSIM.,S.A. DE C.V.",nomatch
JUAREZ PEREZ JUAN CARLOS,nomatch
"RESTAURACIONES ORGANICAS, S.A. DE C.V.",nomatch
"MERCADO FERRETERO DEL SURESTE, S.A. DE C.V.",nomatch
SANTOS NAVARRO INGENIEROS S.A. DE C.V.,"SANTOS NAVARRO INGENIEROS, S.A. DE C.V. SANISA",mx,2521379,[],,,[],[],,,,,,70.0,False,http://opencorporates.com/companies/mx/2521379,http://www.siem.gob.mx/siem/portal/consultas/cedDg.asp?siem_id=2521379
"BOMBAS MOTORES Y HERRAMIENTAS, S.A. DE C.V.",BOMBAS MOTORES Y HERRAMIENTAS S.A DE C.V.,mx,1363552,[],,,[],[],,,,,,60.0,False,http://opencorporates.com/companies/mx/1363552,http://www.siem.gob.mx/siem/portal/consultas/cedDg.asp?siem_id=1363552
"DPT ASOCIADOS, S.A. DE C.V.",nomatch
"IMPRENTA TABASCO., S.A. DE C.V.","IMPRENTA TABASCO, S.A. DE C.V.",mx,2159987,[],,,[],[],,,,,,80.0,False,http://opencorporates.com/companies/mx/2159987,http://www.siem.gob.mx/siem/portal/consultas/cedDg.asp?siem_id=2159987
"LINCOLN ELECTRIC MEXICANA,S.A. DE C.V.*",nomatch
"INDUSTRIAS AUGE, S.A. DE C.V.",INDUSTRIAS AUGE S.A. DE C.V.,mx,1901981,[],,,[],[],,,,,,80.0,False,http://opencorporates.com/companies/mx/1901981,http://www.siem.gob.mx/siem/portal/consultas/cedDg.asp?siem_id=1901981
TECNOLOGIA SISTEMAS Y APLICACIONES S.A. DE C.V.,nomatch
"GLOBAL TECH SERVICES, S.A. DE C.V.",GLOBAL TECH SERVICES S.A.DE C.V. GLOBAL TECH SERVICES S.A. DE C.V.,mx,2454368,[],,,[],[],,,,,,70.0,False,http://opencorporates.com/companies/mx/2454368,http://www.siem.gob.mx/siem/portal/consultas/cedDg.asp?siem_id=2454368
"VALVULAS DE CALIDAD DE MONTERREY, S.A. DE C.V.*",nomatch
"DISTRIBUIDORA MARIN, S.A. DE C.V.",DISTRIBUIDORA MARIN SA DE CV,mx,55308,[],,,[],[],,,,,,80.0,False,http://opencorporates.com/companies/mx/55308,http://www.siem.gob.mx/siem/portal/consultas/cedDg.asp?siem_id=55308
SANTOSCOY SANCHEZ ANTONIO/COMERCIALIZADORA DEL SUR,nomatch
"AGILENT TECHNOLOGIES MEXICO, S. DE R.L. DE C.V.",AGILENT TECHNOLOGIES MEXICO S DE RL DE CV,mx,2177462,[],,,[],[],,,,,,80.0,False,http://opencorporates.com/companies/mx/2177462,http://www.siem.gob.mx/siem/portal/consultas/cedDg.asp?siem_id=2177462
"DISENO, CONSTRUCCION Y MANTENIMIENTO DE","DISEÑO, CONSTRUCCION Y MANTENIMIENTO DE OBRAS Y MAQUINARIAS, S.A. DE C.V.",mx,1491583,[],,,[],[],,,,,,70.0,False,http://opencorporates.com/companies/mx/1491583,http://www.siem.gob.mx/siem/portal/consultas/cedDg.asp?siem_id=1491583
"SERVICIOS DEL TROPICO, S.A. DE C.V.",nomatch
"APROSI EQUIPOS, S.A. DE C.V.",APROSI EQUIPOS SA. DE CV. APROSI EQUIPOS SA. DE CV.,mx,2624742,[],,,[],[],,,,,,70.0,False,http://opencorporates.com/companies/mx/2624742,http://www.siem.gob.mx/siem/portal/consultas/cedDg.asp?siem_id=2624742
"TECMO TECNOLOGIA EN MOBILIARIO, S.A. DE C.V.",nomatch
"PROVEEDORA DE MATERIALES ANCER,S.A. DE C.V.","PROVEEDORA DE MATERIALES ANCER, S.A. DE C.V.",mx,1532739,[],,,[],[],,,,,,80.0,False,http://opencorporates.com/companies/mx/1532739,http://www.siem.gob.mx/siem/portal/consultas/cedDg.asp?siem_id=1532739
"FORMAS PARA CONTROL, S.A. DE C.V.",nomatch
"LASSER ELETRÓNICA Y TELECOMUNICACIONES, S.A. DE C.V.",nomatch
"EDICIONES LAROUSSE, S.A. DE C.V.","EDICIONES LAROUSSE, S.A. DE C.V.",mx,60034,[],,,[],[],,,,,,90.0,False,http://opencorporates.com/companies/mx/60034,http://www.siem.gob.mx/siem/portal/consultas/cedDg.asp?siem_id=60034
"INSTRUMENTACION ELECTROMECANICA Y PERIFERICOS,",nomatch
"COMERCIALIZADORA INDUSTRIAL ALFORA, S.A. DE C.V.",nomatch
"PROVEEDORA DEL GRIJALVA, S.A.*",nomatch
"GRUPO CONSTRUCTOR BAHER DE MEXICO, S.A. DE C.V.",nomatch
"FIRE SEM, S.A. DE C.V.",FIRE SEM SA DE CV,mx,1089364,[],,,[],[],,,,,,60.0,False,http://opencorporates.com/companies/mx/1089364,http://www.siem.gob.mx/siem/portal/consultas/cedDg.asp?siem_id=1089364
"MAKRO INDUSTRIAL DEL NORTE, S.A. DE C.V.","MAKRO INDUSTRIAL DEL NORTE, S.A. DE C.V.",mx,120553,[],,,[],[],,,,,,90.0,False,http://opencorporates.com/companies/mx/120553,http://www.siem.gob.mx/siem/portal/consultas/cedDg.asp?siem_id=120553
CANTORAL BERMUDEZ EMIR,nomatch
CENTRO DE COPIADO DEL NORESTE,"CENTRO DE COPIADO DEL NORESTE, S.A. DE C.V. CENTRO DE COPIADO DEL NORESTE, S.A. DE C.V.",mx,1925637,[],,,[],[],,,,,,70.0,False,http://opencorporates.com/companies/mx/1925637,http://www.siem.gob.mx/siem/portal/consultas/cedDg.asp?siem_id=1925637
SERVICIOS NACIONALES MUPA S.A. DE C.V.,SERVICIOS NACIONALES MUPA S.A. DE C.V.,mx,2024549,[],,,[],[],,,,,,90.0,False,http://opencorporates.com/companies/mx/2024549,http://www.siem.gob.mx/siem/portal/consultas/cedDg.asp?siem_id=2024549
VALENZUELA BROWN CARLOS ADRIAN,nomatch
"INTE DEL GOLFO, S.A. DE C.V.",nomatch
"AIRE Y REFRIGERACION INTEGRAL, S.A. DE C.V.",nomatch
SUPERVISORA Y CONSTRUCTORA DEL GOLFO S.A. DE C.V.,"SUPERVISORA Y CONSTRUCTORA DEL GOLFO, S.A. DE C.V.",mx,1781616,[],,,[],[],,,,,,80.0,False,http://opencorporates.com/companies/mx/1781616,http://www.siem.gob.mx/siem/portal/consultas/cedDg.asp?siem_id=1781616
"SOFTWARE COMERCIAL, S.A. DE C.V.",nomatch
"CR INDUSTRIAL DE MINATITLAN, S.A. DE C.V.",nomatch
"IMPORTADORA DE COMPONENTES PROFESIONALES,",nomatch
"REDES Y ASESORIAS DEL MAYAB, S.A. DE C.V.","REDES Y ASESORIAS DEL MAYAB, S.A. DE C.V.",mx,1954372,[],,,[],[],,,,,,90.0,False,http://opencorporates.com/companies/mx/1954372,http://www.siem.gob.mx/siem/portal/consultas/cedDg.asp?siem_id=1954372
"COMERCIAL PAPELERA RAFSA, S.A. DE C.V.",nomatch
ARGAEZ MANZANILLA SERGIO.,nomatch
ILLARZA ITURRALDE EDUARDO,nomatch
"ALBERCAS TERRAZAS Y JARDINES DE TABASCO, S.A. DE",nomatch
"SUMINISTROS DE INSUMOS NACIONALES, S.A. DE C.V.","SUMINISTROS DE INSUMOS NACIONALES, S.A. DE C.V. SUMINISTROS DE INSUMOS NACIONALES",mx,2205272,[],,,[],[],,,,,,70.0,False,http://opencorporates.com/companies/mx/2205272,http://www.siem.gob.mx/siem/portal/consultas/cedDg.asp?siem_id=2205272
HIELO ALDAMA. S.A. DE C.V.,HIELO ALDAMA S.A. DE C.V.,mx,2689076,[],,,[],[],,,,,,80.0,False,http://opencorporates.com/companies/mx/2689076,http://www.siem.gob.mx/siem/portal/consultas/cedDg.asp?siem_id=2689076
"RODAMIENTOS ECONOMICOS DE TAMPICO.,S.A. DE C.V.",nomatch
SARAVIA CHI DAVID ENRIQUE,SARAVIA CHI DAVID ENRIQUE,mx,559734,[],,,[],[],,,,,,90.0,False,http://opencorporates.com/companies/mx/559734,http://www.siem.gob.mx/siem/portal/consultas/cedDg.asp?siem_id=559734
"ABASTECEDORA INTEGRAL DE FORMAS, S.A. DE C.V.","ABASTECEDORA INTEGRAL DE FORMAS, S.A. DE C.V",mx,2165121,[],,,[],[],,,,,,90.0,False,http://opencorporates.com/companies/mx/2165121,http://www.siem.gob.mx/siem/portal/consultas/cedDg.asp?siem_id=2165121
"GRUPO GERALJO.,S.A. DE C.V.",nomatch
"DOCUSE, S.A. DE C.V.",DOCUSE SA DE CV.,mx,1998035,[],,,[],[],,,,,,80.0,False,http://opencorporates.com/companies/mx/1998035,http://www.siem.gob.mx/siem/portal/consultas/cedDg.asp?siem_id=1998035
"MODERNIZACION EN SISTEMAS.,S.A. DE C.V.",nomatch
"PRODUCTOS DE SEGURIDAD INDUSTRIAL, S.A. DE C.V.",nomatch
"SOLUCIONES INDUSTRIALES Y COMERCIALES, S.A. DE C.",nomatch
"INSITE INFORMATICA, S.A. DE C.V.","INSITE INFORMATICA, S.A. DE C.V. INSITE",mx,2629646,[],,,[],[],,,,,,70.0,False,http://opencorporates.com/companies/mx/2629646,http://www.siem.gob.mx/siem/portal/consultas/cedDg.asp?siem_id=2629646
"XANATH CONSTRUCCION Y MANTENIMIENTO, S.A. DE C.V.","XANATH CONSTRUCCION Y MANTENIMIENTO, S.A. DE C.V.",mx,2126218,[],,,[],[],,,,,,90.0,False,http://opencorporates.com/companies/mx/2126218,http://www.siem.gob.mx/siem/portal/consultas/cedDg.asp?siem_id=2126218
"COMERCIALIZADORA CLAVE, S.A. DE C.V.",nomatch
"DISTRIBUIDORA DE BALEROS DEL SURESTE,S.A. DE C.V.*",nomatch
CYNTHIA MARIE SPERRY,nomatch
BISTENI FARAH JOSE ANTONIO,nomatch
LUNA ALMORA EVANGELINA,nomatch
DUCTOS Y AIRES ACOND.MANTTO.E INSTALAC.S.A. C.V.,nomatch
"MORARI FORMAS CONTINUAS, S.A. DE C.V.","MORARI FORMAS CONTINUAS, S.A. DE C.V. IMPRENTA MORARI",mx,2261788,[],,,[],[],,,,,,70.0,False,http://opencorporates.com/companies/mx/2261788,http://www.siem.gob.mx/siem/portal/consultas/cedDg.asp?siem_id=2261788
"CONDUCTORES HIDRONEUMATICOS, S.A. DE C.V.",nomatch
"RDC CORPORATIVO, S.A. DE C.V.","R.D.C. CORPORATIVO, S.A. DE C.V.",mx,2274477,[],,,[],[],,,,,,80.0,False,http://opencorporates.com/companies/mx/2274477,http://www.siem.gob.mx/siem/portal/consultas/cedDg.asp?siem_id=2274477
AUTOMOTORES LOMAS VERDES S.A. DE C.V.,nomatch
LOPEZ LOPEZ RAMON,nomatch
"LAVISA, S.A. DE C.V.*",nomatch
GARCIA EWALD MARIA ELENA*,nomatch
"COMERCIALIZADORA DE EQUIPOS Y HERRAMIENTAS PARA LA INDUSTRIA, S.A. DE C.V.",nomatch
"VISION DE CALIDAD., S.A. DE C.V.",nomatch
"SOLUCIONES INDUSTRIALES Y COMERCIALES.,S.A. DE C.",nomatch
"IMPORTACION INDUSTRIAL ASAC,S.A.DE C.V.",nomatch
DOCUCENTER S.A. DE C.V.,nomatch
IMPORT.Y COMERCIALIZADORA DE ART.DE SEG.Y CONTRA I,nomatch
"CONSTRUCTORA Y PROVEEDORA CONTINENTAL AMERICA,",nomatch
"SISTEMAS CULTURALES INTERNACIONALES, S.A. DE C.V.",nomatch
"CONSORCIO REFACCIONARIO, S.A. DE C.V.",nomatch
COMERCIALIZADORA DE EQUIPOS Y HERRAMIENTAS PARA,nomatch
"PROVER REPRESENTACIONES, SERVICIOS Y SUMINISTROS,",nomatch
"CONSTRUPLAS DEL SURESTE, S.A. DE C.V.","CONSTRUPLAS DEL SURESTE, S.A. DE C.V.",mx,2363748,[],,,[],[],,,,,,90.0,False,http://opencorporates.com/companies/mx/2363748,http://www.siem.gob.mx/siem/portal/consultas/cedDg.asp?siem_id=2363748
"LD I.NET.,S.A. DE C.V.",nomatch
MARIN MORTERA JUANA,nomatch
"INDUSTRIAL Y COMERCIAL HERMES, S.A. DE C.V.*",nomatch
PACHECO SOL VICTOR JESUS,nomatch
HUMYFLO S.A. DE C.V.,nomatch
REYES MALDONADO ERNESTO ALONSO,nomatch
"COMPRESORES Y HERRAMIENTAS CLEMENTE, S.A. DE C.V.",nomatch
AURELIO GUADALUPE DE ANDA MORAN,nomatch
APLICACIONES TECNOLOGICAS DE NEGOCIO S.A. DE C.V.,nomatch
"DEWIT DE MEXICO, S.A. DE C.V.",nomatch
"ALBERCAS TERRAZAS Y JARDINES DE TABASCO, S. A. DE",nomatch
"PRODUCCIONES BRIONES, S.A. DE C.V.",nomatch
"DECORACIONES MILU, S.A. DE C.V.",nomatch
"PROVEEDORA DE OFICINAS DE VILLAHERMOSA, S.A. DE",nomatch
MOLINA AGUINAGA JOSEFINA,nomatch
"GRUPO EMPRESARIAL PALET, S.A. DE C.V.",nomatch
"SISTEMAS EDLAB, S.A. DE C.V.",nomatch
"JONIMA, S.A. DE C.V.","JONIMA, S.A. DE C.V.",mx,1304371,[],,,[],[],,,,,,90.0,False,http://opencorporates.com/companies/mx/1304371,http://www.siem.gob.mx/siem/portal/consultas/cedDg.asp?siem_id=1304371
"KAPPA NORTH AMERICA, INC","KAPPA NORTH AMERICA, INC.",us_fl,P09000025576,[],,,[],[],,,,,True,60.0,False,http://opencorporates.com/companies/us_fl/P09000025576,
MORA LEBRIJA RICARDO,nomatch
"SERVICIOS INTEGRADOS HEGAL.,S.A. DE C.V.","SERVICIOS INTEGRADOS HEGAL, S.A. DE C.V.",mx,2419764,[],,,[],[],,,,,,80.0,False,http://opencorporates.com/companies/mx/2419764,http://www.siem.gob.mx/siem/portal/consultas/cedDg.asp?siem_id=2419764
"PROVEEDORA EDIFICADORA Y SERVICIOS, S.A. DE C.V.",nomatch
"TUBOS MONTERREY, S.A. DE C.V.",nomatch
"ABASTECEDOR CORPORATIVO, S.A. DE C.V.","ABASTECEDOR CORPORATIVO, S.A. DE C.V.",mx,1524390,[],,,[],[],,,,,,90.0,False,http://opencorporates.com/companies/mx/1524390,http://www.siem.gob.mx/siem/portal/consultas/cedDg.asp?siem_id=1524390
"CADGRAFICS, S.A. DE C.V.","CADGRAFICS, S.A. DE C.V.",mx,1309325,[],,,[],[],,,,,,90.0,False,http://opencorporates.com/companies/mx/1309325,http://www.siem.gob.mx/siem/portal/consultas/cedDg.asp?siem_id=1309325
OCTANAJE SA. DE CV.,nomatch
"QUADCOM, S.A. DE C.V.",nomatch
"COMERCIAL INDUSTRIAL ABASTECEDORA DEL SURESTE,",nomatch
"ELITTE TECNOLOGICA, S.A. DE C.V",nomatch
OVANDO FONSECA JUAN SILVESTRE,nomatch
FAISAL GANEM GUSTAVO,nomatch
"PROVEEDORES DE MATERIALES INDUSTRIALES,S.A.DE C.V.",nomatch
INDUSTRIAS MEXICANAS ESPECIALIZADAS EN,nomatch
"PREMIER FARNELL ELECTRONICS DE MEXICO,S.DE R.L. D",nomatch
"OILFIELD EQUIPMENT COMPONENTS., S.A. DE C.V.",nomatch
CORTEZ TELLO MARLENY,nomatch
"IMAGEN Y TRANSFORMACION IMPRESA, S.A. DE C.V.",nomatch
"TRADE SOLUTIONS, S.A. DE C.V.",nomatch
"TUBOS DE ACERO DE MEXICO, S.A. (TAMSA)",nomatch
"COMERCIAL ALTAPA, S.A. DE C.V.",nomatch
"RECTIFICACIONES CAMPECHE, S.A. DE C.V.","RECTIFICACIONES CAMPECHE, S.A. DE C.V.",mx,1626430,[],,,[],[],,,,,,90.0,False,http://opencorporates.com/companies/mx/1626430,http://www.siem.gob.mx/siem/portal/consultas/cedDg.asp?siem_id=1626430
"ADYS CONSTRUCCIONES Y MANTENIMIENTO, S.A. DE C.V.",nomatch
APFELBAUM INDUTRIAL INC.,nomatch
"SERVICIOS DE INGENIERIA Y APOYO ADMINISTRATIVO,",nomatch
SELMEC EQUIPOS INDUSTRIALES S.A DE C.V.,SELMEC EQUIPOS INDUSTRIALES SA DE CV,mx,1444640,[],,,[],[],,,,,,80.0,False,http://opencorporates.com/companies/mx/1444640,http://www.siem.gob.mx/siem/portal/consultas/cedDg.asp?siem_id=1444640
RAYHSA VALLEJO S.A. DE C.V.,nomatch
FERRETERIA Y ESPECIALIDADES PETROLERAS,nomatch
UPSTREAM,UPSTREAM,be,0440189166,[],,,[],[],,,,,False,90.0,False,http://opencorporates.com/companies/be/0440189166,https://kbopub.economie.fgov.be/kbopub/toonondernemingps.html?lang=fr&ondernemingsnummer=0440189166
"ASESORES INDUSTRIALES Y PROYECTOS ROCER, S.A. DE",nomatch
"ENERGY INTELLIGENCE GROUP, INC.","ENERGY INTELLIGENCE GROUP, INC.",sg,T01FC6147L,[],,,[],[],,,,,False,90.0,False,http://opencorporates.com/companies/sg/T01FC6147L,"https://www.psi.gov.sg/NASApp/tmf/TMFServlet?app=MYBIZFILE-SHOP-CART&gotoPage=CompanyProdcutPage&lnkCoNo=T01FC6147L&lnkCoName=ENERGY INTELLIGENCE GROUP, INC.&lnkCoStName=TEMPLE STREET&lnkStatus=Live&lnkType=Company&page=RCBBIZCONAMELSTNEW&navTransList=Y&index=217"
